id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
201105137	2011	5137	345	19409537	4457538	454623	-287424	65675	20658612	938271	13218119	267544	3984	358726	61217	22223
201105138	2011	5138	140	7418503	1767285	193172	21348	22016	7842676	384493	4622685	100373	0	124905	29995	11896
201105139	2011	5139	150	8306600	1916359	418851	-53747	36979	8302194	290661	4426090	114363	2988	98668	23139	0
201105140	2011	5140	255	14052951	3123273	272191	-294979	50239	14828461	770226	11216042	198757	4117	398838	39040	48149
201105141	2011	5141	565	28550870	6020184	833724	-289564	99661	29574182	1536472	19686749	391085	8727	626741	134693	49064
201105142	2011	5142	440	22848381	5066825	1024579	-204412	48812	24350375	1523961	13770322	313392	7756	483472	56237	35357
201105144	2011	5144	225	11355408	2427422	361094	-272909	16919	11904463	494356	8322356	157635	780	266706	22902	22449
201105151	2011	5151	270	16768533	4143508	378326	-164201	11995	17592098	820975	10336614	233769	5169	332138	70713	32524
201105152	2011	5152	4440	290067688	72373220	6644008	-4616761	3606336	306489905	16689270	185995236	4075989	73422	5934073	1291853	471558
201105153	2011	5153	3780	188076422	39745094	4191837	-2505277	529871	198053830	10210138	132138225	2571337	60344	4524699	937706	307909
201105154	2011	5154	2340	148380052	37065170	2938217	-2413820	523441	156854459	8322803	96735999	2076301	31504	2955597	624499	189595
201105155	2011	5155	2465	121473278	24117944	2202736	-1294760	243495	128233555	6753390	96855288	1685912	21929	3336088	895868	357434
201105156	2011	5156	640	33429510	7123352	759571	-898781	16314	35015681	1632115	27465897	461474	13397	1073735	81059	88672
201105157	2011	5157	1830	89328201	18837858	2237387	-958668	346937	93233134	4514602	61735598	1222538	24623	1979314	273003	73849
201105158	2011	5158	15445	666507668	116582686	8606761	-11410567	1411767	694250924	28239639	584726714	9048209	144291	20125632	1311992	1445587
201105159	2011	5159	21260	954020797	174251646	15673303	-15647376	1783185	996314400	42793931	795921692	12952000	209669	27094976	2396099	1854600
201105160	2011	5160	160	8792888	2043424	251072	-162709	52664	9176699	522755	4124463	122142	4292	181521	17413	8932
201105161	2011	5161	5730	222744855	34775093	2685812	-2475217	283219	231370490	8636819	195095911	2935545	33211	6650585	423277	397521
201105162	2011	5162	19010	739445034	115755007	8670534	-10196057	837514	769741773	30693375	651640710	9738740	154815	23309789	1482762	1206971
201105163	2011	5163	7110	266529329	40429054	3063994	-2957419	299168	277634672	11287626	230125117	3450012	61844	8281308	477989	346929
201105164	2011	5164	2110	71822791	9703292	608288	-444150	16528	74497588	2669005	64089206	893140	10736	2215106	117906	117547
201105165	2011	5165	2610	97516263	15096133	1642023	-1768068	312286	101745915	4463771	80152615	1242821	30787	3266091	242655	183122
201105166	2011	5166	990	37326019	5617343	294019	-382851	21491	38734243	1403898	32701268	480917	11950	1169601	57957	56060
201105167	2011	5167	3205	131388271	21921878	1890337	-2008586	275659	137425500	6078332	110516535	1741171	55068	4453952	307324	243362
201105168	2011	5168	2680	104305855	16524446	1040589	-1274054	129520	108847905	4552489	92285413	1376103	24362	3568529	162079	203948
201105169	2011	5169	7445	303070174	50376069	3572290	-4720589	708106	316217702	13575555	260500043	4020459	88088	10677660	504837	569743
201105170	2011	5170	640	25521572	4050946	521382	-444802	5437	26628885	1190631	20607257	335855	7166	894530	59495	49863
201105171	2011	5171	3635	152606717	26962228	4633674	-1358480	519140	159698350	8183744	109288056	2014586	29906	3738335	403797	201844
201105172	2011	5172	2530	101218654	17512770	3213938	-1222153	372299	106523671	6091084	72386864	1302185	18927	2865129	254198	131865
201105173	2011	5173	6085	233791854	37331680	3129213	-2407041	656033	245322399	11427302	194341637	3012585	71029	8395861	458722	424394
201105174	2011	5174	1355	51791639	8187016	803646	-1102710	161573	54324466	2350940	41513620	663192	19601	1774507	79123	94214
201105201	2011	5201	1150	48920416	9159239	957008	-176591	702387	51449907	2353036	35374260	649290	19744	1158554	93927	56618
201105202	2011	5202	425	15030203	2300343	605024	-149978	14016	15685040	753774	9982787	191800	7409	439105	22266	7051
201105203	2011	5203	670	24696097	3819803	1280019	-229035	137203	26274342	1522382	16087585	310892	9614	586307	55562	7717
201105204	2011	5204	1265	45802935	7579654	1802461	-209073	227847	49014942	2801012	28702454	565438	19764	1229365	99517	22518
201105210	2011	5210	1095	42856098	7323392	1100000	-388451	158946	45457156	2255248	32533412	566726	23733	1382483	71873	36881
201105211	2011	5211	7615	267853548	40866812	11982403	-1894949	1061166	281848309	13958503	162455282	3222104	60731	6600072	934172	252236
201105212	2011	5212	1090	37101724	5275283	1631382	-287914	160272	39490347	2328088	22062852	444762	7260	858260	110896	50750
201105213	2011	5213	625	22259285	3555793	1091265	-184953	127731	23548660	1294700	15057793	278991	6870	553175	50370	32580
201105214	2011	5214	3825	129976433	18881907	5320613	-641565	432779	137767287	7712831	83627800	1540287	36038	3528449	863268	81340
201105220	2011	5220	245	7463634	985740	175318	-8584	53991	8477040	562063	4442743	92543	1783	196186	5391	16400
201105221	2011	5221	180	5996815	810400	189544	547	574	6323385	325641	3380583	73830	0	166463	25200	3740
201105222	2011	5222	385	14015280	2186260	639094	-40127	21192	15080236	969950	6861599	171311	1461	252133	60059	10218
201105223	2011	5223	2050	70710046	10584120	2471931	-242356	128169	74868500	3490845	47324216	889066	22122	1551743	142472	97473
201105231	2011	5231	715	35508679	7411144	652137	-365932	159785	37127183	1611310	26959639	484951	7836	908358	60309	43324
201105232	2011	5232	230	11684080	2590981	275188	-157463	1387	12179611	566379	8620432	163350	2185	211104	41743	0
201105233	2011	5233	885	38382083	7232242	1091363	-224628	239640	40609065	2051770	27602325	513372	10775	856668	86581	39103
201105234	2011	5234	840	36764111	6917802	741130	-551062	80208	38303027	1661481	27489130	496121	12069	992314	87503	40452
201105235	2011	5235	1345	53702272	9522242	1924139	-594755	172757	56513446	2862579	41483659	695356	19507	1660097	180485	24389
201105236	2011	5236	120	4317037	682299	33294	6474	6926	4538197	197136	3646916	53512	4483	159312	2108	3377
201105237	2011	5237	185	6731771	949630	109796	-54981	347	7182802	311282	4426415	80599	0	166371	12400	5435
201105238	2011	5238	1925	67824426	9843761	2574642	-192411	117064	71622904	3314182	47392405	841146	14665	1852477	148592	32592
201105240	2011	5240	350	15458684	2911921	524455	-74372	105301	16395655	870021	10732907	208599	3759	352433	35215	26239
201105241	2011	5241	1420	60563219	10862178	1154838	-196489	125754	63020532	2528435	47158235	799614	9359	1517136	114420	95299
201105242	2011	5242	990	51871035	11174708	1018480	-563637	192632	54342924	2520576	35021851	716493	14244	1227211	123761	72949
201105243	2011	5243	580	40667383	11014735	838125	45373	224057	42501075	1827970	20548761	568425	1493	704658	136307	48754
201105244	2011	5244	2475	108667390	19624502	2999293	-1561699	259356	113856539	6109598	87354653	1393116	20634	3581457	276720	174440
201105245	2011	5245	2015	112159374	26359640	3011934	-1390265	5401938	117326738	5236642	68015086	1552931	146287	2434598	376307	140018
201105250	2011	5250	1945	94402387	18651376	1688145	-1564203	199197	99013465	4765594	76353576	1282669	27235	2944655	341762	179618
201105251	2011	5251	7490	327571147	59518532	6569550	-4300728	939700	343433932	15757978	261636972	4334428	77991	9820026	977572	639298
201105252	2011	5252	3315	139273720	24201371	2078618	-1283412	265998	145727538	6386247	118682799	1835039	35018	4438912	465918	272959
201105253	2011	5253	9285	327355892	47859803	8074842	-2697431	457997	345224918	17688669	257255090	4018642	101090	11097317	664199	292620
201105254	2011	5254	1105	40780864	6550266	716805	-368911	122271	42138869	1826328	32179859	525018	24786	1230455	95109	41739
201105255	2011	5255	4805	190581617	31734749	6088117	-1097779	417758	199793595	10419197	140319362	2487077	50792	5603217	564537	268205
201105256	2011	5256	580	18671651	2507482	574223	-38597	10064	19607079	1245092	13301536	221661	4630	731923	49812	22102
201105259	2011	5259	375	12461776	1859263	435414	-86411	52296	13325458	858327	9204761	156843	3141	344906	13435	16176
201105260	2011	5260	1015	35609143	5241476	700287	-126053	48583	37572732	1906692	26330447	443815	7383	1241689	60510	33188
201105261	2011	5261	275	13133558	2776647	649369	-107403	147681	14958543	1447737	4354832	181446	5116	312527	21623	12819
201105262	2011	5262	360	12906265	2262617	431751	-81034	55095	15071920	769348	6693912	164308	4715	366319	16373	2736
201105263	2011	5263	160	8104571	1732918	366160	-75374	12590	8859352	695196	4582995	110511	3760	135041	12175	16825
201105264	2011	5264	800	29163181	4465678	1019143	-59793	156246	31021528	1992828	19355558	369379	6838	980736	65169	29923
201105265	2011	5265	245	9062087	1345099	296171	-3049	11970	9944798	413228	5228873	113517	3645	202830	11295	15979
201105266	2011	5266	415	14268828	2133274	450124	218	34976	15902858	1351792	8300634	183972	8853	445221	23202	25515
201105267	2011	5267	1215	43702874	7013121	1235296	-256552	203516	45655565	2327838	29514587	576428	6632	1137032	154712	35417
201105268	2011	5268	2345	97104348	18226303	2727264	-428593	4214867	103573671	6684689	60261704	1239422	21034	3333778	153902	49394
201105269	2011	5269	110	3752225	482205	73592	65696	3105	4463820	262774	2138014	48492	2043	105411	4160	0
201105270	2011	5270	395	14953863	2509180	610543	-331557	132168	16223914	1169748	7808444	193476	5211	332250	50656	16210
201105271	2011	5271	4865	188868040	30935411	5621085	-971620	313611	200830155	12233653	130544503	2388547	43700	5361970	350370	237380
201105272	2011	5272	595	23495298	3879834	696384	-138347	58192	26458175	2530402	14024791	312623	7736	1013086	20276	34384
201105275	2011	5275	1400	56661761	9657027	2872564	-255299	192689	63439688	5541055	32144480	742331	16553	2065989	302490	68320
201105276	2011	5276	855	30723081	5154470	1396785	-183252	126974	33256163	2550494	17102896	380070	8154	945262	68468	27430
201105277	2011	5277	1700	64599809	10393459	1971238	-71459	95488	68605073	3996998	45636801	849318	24305	1739983	162299	74019
201105278	2011	5278	315	16024421	3473745	532237	97991	4678	17339599	1210165	7255431	216352	5722	261973	16779	5768
201105279	2011	5279	185	7149492	1133341	102305	-7074	310	7768647	617946	5473027	91634	0	272360	9221	8936
201105280	2011	5280	4345	185673255	33469175	5238660	-1292891	314672	194457922	9692762	129898966	2463768	58275	5097614	214943	138471
201105290	2011	5290	15890	661961387	115131899	15785798	-5098470	1611291	691589166	30487103	517867128	8752328	174893	16450830	1093896	948292
201105291	2011	5291	3350	142713512	25839955	3189986	-926370	348976	150096154	7303756	102256552	1920875	55562	3323905	184162	132612
201105301	2011	5301	320	11457109	1951017	509531	-19882	218057	13634352	655300	5138533	149620	4114	271972	23215	14394
201105302	2011	5302	530	20911969	3334651	872518	-97661	52604	24430382	1085213	11843391	279344	9168	411347	27971	21094
201105303	2011	5303	100	3469322	476070	124612	0	17175	3912702	96733	1862955	42868	3401	62113	1005	4316
201105304	2011	5304	535	21625637	3306580	940183	52131	23805	22695063	897813	12106619	289423	9981	417013	20821	22924
201105307	2011	5307	370	14574814	2194530	745963	-8209	5709	16758098	922725	6837736	193388	13814	320552	17258	10757
201105308	2011	5308	45	1390117	158822	47808	-4985	134	2039076	174866	608550	17156	3020	22388	140	2408
201105309	2011	5309	40	1814153	280590	82715	-18537	2132	2359968	123395	645309	24779	3575	20270	1949	0
201105311	2011	5311	75	2728952	427142	130270	-48875	252	3313988	297938	1252248	33566	2406	49421	10637	0
201105320	2011	5320	280	10539608	1855054	213039	-49860	60431	10925741	528776	7873098	138957	10484	360776	10582	4517
201105321	2011	5321	150	4960018	687015	128573	-23076	16201	4996677	198389	3918023	61134	1632	123085	6405	0
201105322	2011	5322	220	7759263	1247227	544482	-1219	4127	8391268	635583	5363053	99362	3421	231272	81396	4497
201105330	2011	5330	2210	80406551	12174366	2587296	-128786	178025	85378365	4526967	59723107	1028625	19056	2532392	199493	72149
201105331	2011	5331	175	5801565	898281	246735	5231	1476	6037394	284645	4059156	71506	2517	151593	11133	3718
201105332	2011	5332	220	7857398	1241154	366392	-8990	9592	8322211	517671	4680726	95653	0	183624	6042	4030
201105333	2011	5333	3525	126800945	19223504	3374143	-1779277	281477	136073750	7243988	94477396	1624323	63899	4103604	257203	198925
201105340	2011	5340	770	26655357	3902940	780587	-308005	93604	28545744	1626971	20188824	340140	6590	944191	41412	18715
201105341	2011	5341	4310	145790781	21256867	3740935	-943319	195428	154090547	8763193	117467712	1818435	46965	5352050	212806	191229
201105342	2011	5342	450	15082454	2153880	320438	-94037	19807	15673963	636309	12249024	186069	1492	506732	22139	8778
201105343	2011	5343	3250	123127528	20439762	2868703	-1019356	716975	129808279	6907859	96183992	1590635	32270	4283337	252325	210976
201105344	2011	5344	335	10760475	1475070	392984	-63380	8790	11314649	592691	8124374	129449	0	358017	17932	1851
201105345	2011	5345	1960	67136149	9948643	2001987	-627999	82906	70315889	3738391	52875545	839502	24684	2302765	107448	96882
201105346	2011	5346	180	6084455	832991	224778	37832	11464	6437235	304065	4856792	73948	885	250077	7891	3244
201105350	2011	5350	175	7143740	1284791	115640	-36097	10080	7175950	340269	6358877	95352	240	259933	11769	6937
201105351	2011	5351	3295	145013607	26525807	2493985	-1977231	270387	150803761	6214014	118215697	1949474	35480	3975134	322111	191979
201105352	2011	5352	3255	150380088	29197697	4956826	-1917412	875803	157481295	7262684	113561155	2041419	41919	3720830	448469	209131
201105353	2011	5353	2190	96528723	18898743	2587211	-1040954	203107	101152815	4271084	67294505	1285839	19518	2154040	212502	109611
201105354	2011	5354	185	7031573	1087315	213987	-66070	25811	8872049	549912	3760560	87442	3262	145094	190152	4624
201105355	2011	5355	4125	174803725	30685033	4634027	-1248800	952574	183268260	8689354	138365515	2355824	29389	4649323	498266	213246
201105356	2011	5356	430	16755152	2660635	194571	27116	8454	18275236	706362	12827117	221905	0	454132	18945	26655
201105357	2011	5357	195	6233983	858932	178452	-128301	38679	6987091	316765	4491845	77894	6039	230493	14553	0
201105360	2011	5360	705	30008566	5391918	630338	-417654	66364	31353902	1508275	23879090	407097	11036	873583	83437	34063
201105371	2011	5371	850	36201683	6966326	726990	-423241	485427	37664489	1442771	27327714	485559	7775	842151	53312	29231
201105372	2011	5372	1040	43573919	7343342	514493	-505453	39907	45733058	1919879	35681512	581517	9747	1293840	67732	74182
201105373	2011	5373	1850	72583383	12060534	1852627	-658625	86488	76217304	3513496	54893324	940887	15175	1786013	135020	102998
201105374	2011	5374	745	27104427	4178477	1086264	-84702	16986	28966413	1507256	17600460	346606	9179	631667	64002	16380
201105381	2011	5381	205	6797720	994475	277235	-8816	3615	7052127	279721	4701264	86056	1167	180066	9088	8553
201105400	2011	5400	350	15097435	2578928	497410	-122937	22965	15998518	977194	11434564	203875	5255	448182	26819	13702
201105401	2011	5401	470	17971625	2750338	480423	-129796	8665	19098370	1413917	13980073	230671	4207	555734	65165	35999
201105410	2011	5410	140	5001178	794992	112940	-39581	127	5799549	338803	4005827	62541	2468	154629	9849	7935
201105411	2011	5411	180	6915486	1079978	346028	58292	2230	7457605	599004	3942306	90140	2057	187202	38172	2421
